0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.2816,4.8532,5.7209,6.3635,8.9682,9.6213,12.145,13.456,14.065,14.728,15.24,15.484,15.911,16.36,17.006,18.208,19.663,20.237,20.509,21.086,22.154,22.589,23.303,24.285,24.962,25.407,26.241,26.946,27.726,28.294,28.434,29.074,29.494,30.2,32.75,33.98,35.946,38.355,40.074,40.074,40.928,41.915,42.595,43.785,45.115,45.695,46.745,47.825,48.755,50.785,51.545
1.2,2.8284,3.634,4.6819,5.6759,6.3898,7.1596,7.365,7.8114,8.2079,8.4078,8.7554,9.1807,9.3506,9.9289,10.324,10.812,11.383,11.801,12.305,12.946,13.402,14.161,15.104,15.494,16.167,16.832,17.739,18.617,19.151,19.907,20.427,20.985,21.59,22.174,22.943,24.526,25.534,26.46,26.78,27.44,28.275,29.188,30.088,30.398,31.128,32.078,33.368,34.268,35.108,36.858,37.818
1.4,2.3223,3.2338,3.2734,3.935,4.5824,5.0559,5.574,6.2712,6.8942,8.2853,8.9416,9.3744,9.7776,10.144,11.556,11.639,11.974,12.438,13.017,13.558,13.594,14.368,14.878,15.294,15.779,16.633,17.125,17.759,18.291,18.706,18.984,19.443,19.883,20.261,20.913,21.683,22.696,23.5,24.154,24.581,25.515,26.027,26.686,27.543,28.505,29.552,32.064,32.834,33.654,35.064,35.604
1.6,2.3282,2.8837,3.5347,4.0383,4.4798,4.9875,5.3944,5.9018,6.405,7.1697,8.0471,8.6076,9.3292,9.4526,9.8419,10.223,10.613,10.903,11.252,11.734,11.854,12.648,12.703,13.13,13.851,14.51,14.972,15.461,15.864,16.383,16.861,17.376,17.972,18.666,19.121,19.971,20.42,21.114,21.773,22.626,23.227,23.537,23.963,24.855,25.597,26.979,28.039,28.586,29.386,31.073,32.974
1.8,1.4478,2.4396,3.287,3.5687,3.9006,4.4206,5.2991,5.8698,6.2378,6.613,6.8976,7.2358,7.5698,7.9164,8.5708,8.9757,9.6682,10.443,10.856,11.249,11.491,11.775,12.182,12.891,13.4,13.711,14.184,14.5,15.004,15.4,15.845,16.23,16.644,16.981,17.603,18.105,18.625,18.815,19.233,19.586,19.946,20.333,20.843,21.997,22.683,23.591,24.615,25.065,25.745,27.015,27.455
2,1.7992,2.4573,2.8951,3.1159,3.3556,3.9588,4.8261,5.2385,6.0008,6.8034,7.1488,7.3477,7.6445,7.7835,8.1122,8.4046,8.9054,9.0734,9.4558,9.8102,10.039,10.479,10.984,11.153,11.338,11.692,12.222,12.758,13.301,13.828,14.161,14.231,14.606,15.218,15.284,15.604,17.179,17.785,17.995,18.36,19.008,19.594,20.087,20.741,22.716,23.785,24.195,24.761,25.391,26.501,27.081
2.2,2.1238,2.8202,3.0756,3.3144,3.59,4.1238,4.4283,4.5992,4.8541,4.9994,5.2073,5.399,5.6696,5.9917,6.3172,6.6846,7.3874,7.7369,8.0187,8.4357,8.707,9.0639,9.4725,9.8028,9.9406,10.373,11.007,11.681,12.642,13.2,13.589,13.692,14.107,14.992,15.358,15.809,16.491,16.836,17.328,17.733,18.668,19.091,19.664,20.684,20.982,21.618,22.407,22.607,23.307,24.206,24.506
2.4,1.8978,2.1991,2.684,3.0742,3.3461,4.1334,4.5258,5.6758,6.1791,6.6656,7.1524,7.4006,7.6802,7.8929,8.2625,8.5827,8.9426,9.1912,9.5239,9.8617,10.239,10.43,11.292,11.644,12.264,12.771,13.348,13.734,14.477,14.926,15.484,15.687,16.007,16.373,16.79,17.102,17.712,18.048,18.472,18.854,19.096,19.57,20.024,20.481,20.935,21.578,23.384,24.261,24.271,28.748,30.958
2.6,1.2215,1.8237,2.2209,2.6906,3.0503,4.1961,4.6876,5.1852,5.3875,5.7463,6.5657,6.7799,7.3004,7.4929,7.8378,8.1084,8.6396,9.0021,9.2945,9.6057,10.046,10.308,10.729,11.078,11.387,11.873,12.166,12.481,13.211,13.45,13.878,14.888,15.24,15.662,16.005,16.226,16.597,17.18,17.872,18.433,18.641,19.001,19.273,19.889,20.489,21.579,22.09,22.37,22.807,23.841,23.961
