0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.4616,4.7582,5.4082,5.9982,6.7773,7.4748,7.8778,8.5063,9.1941,9.259,9.8355,10.45,11.054,12.056,13.148,13.894,14.94,15.535,16.093,16.522,16.965,17.748,18.173,18.689,19.465,21.272,22.925,23.877,24.137,24.75,25.365,25.925,26.595,27.681,29.155,29.834,31.119,33.175,33.981,35.131,35.901,36.491,37.291,39.561,40.561,41.201,42.411,43.811,44.071,47.081,49.55
1.2,3.1019,3.7352,4.5322,4.6973,5.3281,6.4361,6.9517,7.1503,8.174,8.62,9.3093,9.8135,10.571,11.276,11.933,12.285,12.767,13.691,14,14.576,15.023,15.578,16.964,17.094,17.566,18.139,18.678,19.53,20.3,21.516,22.748,23.341,23.871,24.544,24.764,25.333,25.981,26.912,28.357,29.298,29.783,30.555,31.151,31.931,33.039,34.919,35.679,36.469,37.369,39.139,39.809
1.4,3.215,5.5499,6.0078,6.2967,6.5949,7.1486,8.338,9.2946,9.6699,9.9648,10.446,10.818,11.1,11.511,12.226,12.724,13.013,13.274,13.754,14.069,14.434,14.895,15.587,15.88,16.266,16.888,17.504,17.747,18.171,18.592,18.853,19.331,19.717,20.321,20.754,21.178,21.752,22.455,24.249,25.369,26.128,26.158,27.534,28.262,29.111,29.971,32.776,33.136,33.966,35.706,35.816
1.6,2.2461,2.7758,3.6084,4.8088,5.1621,5.3728,5.7935,6.4987,7.2006,7.8353,8.7311,9.2214,9.6045,10.009,10.341,11.112,11.31,11.671,12.142,12.931,13.482,14.161,15.734,16.066,16.499,17.264,17.923,18.602,18.932,19.399,19.909,20.253,20.664,21.336,22.577,23.65,24.487,25.409,25.628,26.071,26.601,26.989,27.599,28.929,29.519,30.916,32.844,32.994,33.804,35.274,36.228
1.8,1.749,2.524,3.0627,3.4909,3.8943,4.1697,4.5487,4.8296,5.0624,5.2609,5.4708,5.77,6.331,6.6735,6.7608,7.0623,7.7049,8.1719,8.4916,9.3911,9.7019,9.9535,10.311,10.681,11.153,11.601,12.258,12.659,12.881,13.318,13.948,14.5,14.592,15.02,15.403,16.126,16.853,17.425,18.391,18.834,19.184,19.644,20.297,20.958,21.534,22.414,23.452,23.884,24.604,26.014,26.154
2,1.6788,2.5178,2.5229,3.1432,3.7137,4.188,4.4475,4.6448,4.9698,5.2585,5.8064,6.2644,6.8619,7.66,8.0643,8.6102,8.9784,9.3998,9.8579,10.351,10.708,10.982,11.485,12.054,12.672,13.828,14.583,14.962,15.796,16.156,16.467,16.815,17.144,17.616,18.86,19.819,20.344,20.995,21.572,21.927,22.899,23.35,23.995,24.573,26.831,26.951,27.481,28.247,28.377,30.055,30.295
2.2,1.3794,2.0496,2.55,2.9381,3.7018,3.9083,4.1503,4.6456,4.7085,5.019,5.0218,5.3175,5.8109,6.2155,6.6269,6.8131,7.2689,7.748,8.1328,8.5792,8.8551,9.3231,9.7762,11.166,11.893,11.959,12.167,12.539,12.982,13.278,13.821,14.289,15.377,15.732,15.961,16.252,16.638,17.64,18.061,18.491,19.029,19.058,19.57,20.587,21.223,22.081,22.561,23.079,23.569,24.569,25.229
2.4,1.5528,2.3719,2.6877,3.2902,3.5846,3.9625,4.736,4.9717,5.4118,5.6031,5.8889,6.1274,6.3376,6.548,6.78,7,7.2769,7.7148,7.9508,8.5451,8.89,8.9407,9.19,9.483,10.439,11.254,11.488,11.991,12.44,12.811,13.095,13.374,13.791,14.186,14.826,14.938,15.217,15.959,16.706,17.129,17.66,18.088,19.043,19.743,20.798,21.533,21.996,22.374,23.013,24.16,24.76
2.6,1.3244,1.8646,2.4679,2.9371,3.2734,3.6421,3.8837,4.1004,4.4104,4.9176,5.2508,5.526,6.13,6.4131,6.5854,6.8931,7.4145,7.9031,8.1231,8.3272,8.4956,8.6825,8.8784,9.268,9.8406,10.155,10.547,11.091,12.797,13.298,13.677,14.073,14.089,14.461,15.011,15.805,16.199,16.397,16.811,17.365,18.063,18.361,18.801,19.252,19.586,19.754,20.438,21.17,23.708,24.969,25.129
2.8,1.2819,1.889,2.399,2.5635,2.7104,2.8307,3.079,3.2866,3.6196,3.7567,4.2229,4.4829,4.7321,5.022,5.5161,5.6022,5.9253,5.958,6.331,6.5806,6.8503,7.035,7.9272,8.9655,9.2816,9.2981,9.6148,10.333,10.788,11.192,11.446,11.685,11.976,12.252,12.485,13.037,13.204,13.671,14.057,14.36,14.57,14.935,15.346,15.904,19.213,20.086,20.895,21.401,21.849,22.624,23.064
3,0.99485,1.7946,2.0179,2.4276,2.665,3.0213,3.3854,3.8056,4.1668,4.4795,4.7723,5.1386,5.5378,5.8094,5.8853,6.2228,6.5177,7.0334,7.3267,7.6707,7.9426,8.2929,8.49,9.229,9.547,9.9513,10.287,10.498,10.954,11.229,11.658,12.021,12.824,13.339,13.655,14.124,15.034,15.643,15.967,16.321,16.761,17.099,17.902,18.309,19.164,19.416,20.606,20.899,21.435,22.491,22.861
3.2,1.4597,1.7398,2.0458,2.4306,2.7266,2.9965,3.2022,3.8882,4.076,4.3963,4.6849,5.0454,5.2137,5.7258,6.1472,6.7351,7.2561,7.5452,7.7061,7.9644,8.1783,8.3811,8.9357,9.1096,9.4226,9.9027,10.477,10.778,11.147,11.168,11.524,11.813,11.878,12.161,12.574,13.186,14.039,14.172,14.872,15.172,15.705,16.151,17.359,17.653,18.682,19.758,20.256,21.013,22.108,22.433,22.672
3.4,1.2946,1.6537,1.8782,2.231,2.2434,2.4931,3.1786,3.5499,4.4746,4.6903,4.9718,5.3675,5.6387,5.7111,6.604,6.9799,7.3403,7.4384,7.614,7.8298,8.1813,8.5646,8.7232,8.934,9.234,9.6028,10.068,10.447,11.219,11.553,11.78,12.466,12.609,12.861,13.42,13.717,14.104,14.357,15.509,16.124,16.463,16.909,17.3,17.39,17.84,18.248,18.542,18.814,19.253,20.066,20.466
3.6,1.4537,1.5494,1.9375,2.1601,2.3966,2.6594,2.7976,2.983,3.0841,3.3692,3.7935,4.2974,4.6837,5.4658,5.6174,5.8881,6.3129,6.5013,6.7003,6.8242,7.0742,7.3456,7.571,7.9209,8.1061,8.4563,8.7121,8.789,9.0198,9.278,9.6612,10.035,10.498,10.592,10.907,11.287,12.175,12.466,13.03,13.213,13.428,14.041,14.332,14.703,15.196,15.459,15.809,16.364,16.932,18.406,19.622
3.8,1.4797,1.6332,1.8888,2.3292,2.7135,2.9608,3.4101,3.8539,3.9513,4.0875,4.5216,5.5723,5.8633,6.3026,6.5039,6.6998,6.7833,6.9943,7.7895,7.995,8.224,8.818,9.0174,9.3185,9.5215,9.7249,10.618,10.879,11.026,11.368,11.596,11.865,12.157,12.525,12.975,13.377,13.823,14.023,14.205,14.491,14.688,14.957,15.623,16.014,16.423,16.763,17.105,17.802,18.216,18.856,19.245
4,0.97184,1.3478,1.5262,2.4008,2.861,3.3464,3.9712,4.5602,4.6732,4.8878,4.8953,5.2914,5.4115,5.5631,5.7955,6.5976,6.7685,7.7857,8.1159,8.2965,8.4339,8.6264,9.2171,9.6387,10.36,10.766,10.907,11.153,11.347,11.791,12.148,12.395,12.663,13.026,13.365,13.753,14.222,14.643,14.645,15.201,15.214,15.572,15.88,16.323,16.685,16.88,17.223,17.601,17.938,18.702,20.646
4.2,1.4265,1.8537,2.3188,2.5953,3.2093,6.0737,6.4295,7.9933,8.4636,9.1882,9.482,9.6663,9.9212,10.002,10.354,10.642,11.232,11.612,12.332,12.725,13.047,13.047,13.417,13.659,14.269,14.718,15.326,15.681,15.903,16.581,16.801,17.077,17.175,17.554,17.655,17.926,18.024,18.254,18.987,19.425,20.018,20.348,20.61,20.748,21.023,21.559,22.525,23.092,25.261,25.665,25.853
4.4,0.87739,1.2805,1.5083,2.0966,2.4451,3.6077,3.6299,4.1364,4.2977,4.4982,4.8201,5.2451,5.3684,5.6484,5.95,6.3081,6.8653,6.9421,7.1132,8.4263,8.5879,8.8235,9.2716,9.6956,10.06,10.363,10.851,11.038,11.371,11.525,11.815,12.086,12.608,13.08,14.036,14.219,14.478,14.494,14.84,15.214,15.243,15.51,15.765,15.884,16.67,17.045,17.48,17.576,17.973,18.583,18.868
4.6,0.9187,1.2585,1.429,1.6665,2.1773,2.631,3.2281,4.406,4.6486,4.8996,5.0505,5.2244,5.4435,5.7273,5.7819,5.9457,6.6985,6.8527,9.7787,10.032,10.283,10.453,10.605,10.802,11.047,11.107,11.5,11.738,12.135,12.443,12.928,13.119,13.338,13.343,13.681,13.946,14.257,15.454,15.787,15.956,16.177,16.517,16.784,18.006,18.441,18.904,19.155,19.277,19.635,20.359,22.453
4.8,1.1168,1.4162,1.6099,2.3074,2.5094,2.9949,3.5934,3.9126,4.1095,4.744,5.3511,5.5892,5.645,5.8707,6.0952,6.3109,6.7154,7.0026,7.2276,7.9261,8.191,8.4214,8.7248,8.9931,9.1765,9.599,9.96,10.297,10.573,10.98,11.207,11.497,11.77,11.992,12.257,12.588,12.806,12.932,13.575,14.089,14.37,14.53,14.728,14.97,15.305,15.754,15.96,16.23,16.634,17.299,17.465
5,0.84105,1.2367,1.3775,1.5927,2.8698,3.1475,3.741,3.9931,4.5164,4.6963,4.9961,5.2313,6.6946,6.9873,7.3182,7.8679,8.06,8.1883,8.3846,8.7678,9.0442,10.828,11.064,11.383,11.773,12.093,12.343,12.559,13.012,13.234,13.372,13.535,13.73,13.992,14.534,15.18,15.678,16.699,17.19,17.457,17.625,17.837,18.127,19.058,19.106,19.38,20.196,20.662,20.98,21.562,21.968
