0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.5557,4.6517,5.5508,6.735,7.373,7.7261,8.3828,8.8071,9.3032,10.508,11.5,13.18,14.25,14.588,15.033,15.58,16.275,17.078,18.761,19.277,19.979,20.399,20.899,21.609,23.036,23.836,25.637,26.664,26.704,27.384,27.894,28.423,28.965,29.963,31.765,34.283,35.379,37.489,38.749,39.65,40.288,41.148,42.298,43.018,44.488,45.668,47.198,48.969,51.721,52.021,58.801
1.2,3.1036,3.8654,4.6578,4.9219,5.6325,6.4076,6.909,7.2637,7.8958,8.4831,8.8822,10.165,11.082,11.591,11.832,12.303,12.742,13.233,13.578,13.992,14.781,16.012,16.773,17.153,17.373,17.851,18.356,18.974,20.369,21.081,21.841,22.287,22.809,23.553,24.725,25.165,25.895,27.697,28.437,29.625,31.159,31.512,32.444,34.086,37.696,39.214,39.544,40.914,41.214,43.724,44.314
1.4,2.4658,3.261,3.9331,4.7083,5.3592,6.0151,6.4164,6.8304,7.4467,8.0727,8.4071,9.5391,9.763,10.039,10.467,10.955,11.113,11.523,12.064,12.703,13.211,13.865,14.786,15.346,16.245,17.112,17.973,18.375,18.811,20.897,22.015,23.425,24.167,24.197,24.697,25.203,25.781,26.98,28.627,28.807,29.287,29.848,30.243,30.933,33.143,34.513,35.123,35.703,36.563,38.307,41.3
1.6,2.1384,3.0541,3.323,3.7195,4.6352,5.04,5.5266,5.9226,6.6542,7.4097,8.0222,8.4377,8.9156,9.6862,10.484,11.39,11.775,12.153,12.796,13.058,13.523,13.828,14.24,14.77,15.303,16.088,16.667,17.083,17.609,17.914,18.333,18.926,19.697,20.364,21.135,22.214,23.41,23.503,23.989,24.52,24.892,25.286,25.889,26.628,27.36,28.279,28.499,29.556,29.936,31.886,32.216
1.8,1.9327,3.1942,3.5212,3.8954,4.3384,4.7449,4.7491,5.0901,5.2975,5.4982,5.796,6.2575,6.7008,7.1711,7.2877,7.5923,7.9634,8.4903,8.6118,9.0279,9.3782,9.7819,10.087,10.513,10.85,11.315,11.574,11.928,12.318,13.077,13.479,14.634,15.453,16.369,16.747,17.066,17.662,18.085,18.781,18.983,19.494,20.188,20.986,21.491,22.885,23.76,25.043,25.796,26.386,27.466,28.046
2,1.6928,2.6831,3.6317,4.1025,4.623,4.7443,5.2062,5.3238,5.6328,5.9336,6.3753,6.6151,6.9418,7.0441,7.3721,7.6022,7.9399,8.3363,8.3543,9.0521,9.9196,10.577,10.971,11.366,11.651,11.976,12.142,12.883,13.011,13.257,13.746,14.101,14.308,14.688,15.436,15.868,16.471,17.152,17.568,17.827,18.338,18.959,19.824,20.674,21.397,21.667,22.217,22.687,23.277,24.227,24.727
2.2,1.4767,2.1971,2.7303,3.4315,3.6637,3.9323,4.1808,4.4762,4.7009,4.996,5.2356,5.5796,5.9624,6.2468,6.5057,6.9047,7.4661,8.2157,8.5384,9.1189,9.4368,10.002,10.361,10.965,11.353,11.566,11.833,12.19,12.807,13.381,14.263,14.484,14.866,15.408,15.846,16.578,16.707,17.379,18.867,19.015,19.501,19.88,20.434,21.488,21.888,22.4,23.883,24.013,24.643,25.64,25.91
2.4,1.3984,2.7037,3.8781,4.1613,4.4449,5.2397,5.6786,6.2301,6.5499,6.9293,7.1621,7.6523,8.0748,8.349,8.715,9.0295,9.114,9.5137,9.7306,9.9762,10.119,10.359,10.491,10.784,11.281,11.523,12.393,12.821,13.226,13.618,13.753,14.569,15.117,15.372,16.079,16.885,17.125,17.956,18.434,18.716,19.037,19.481,19.877,20.171,20.654,21.768,22.467,23.323,24.407,26.981,28.841
2.6,1.4572,1.975,2.7102,3.0457,3.5801,3.8484,4.1319,4.7715,4.9879,5.5294,5.8744,6.0452,6.3654,6.7486,6.9736,8.1008,8.5151,8.8005,9.0073,9.2846,9.5875,9.8636,10.051,10.444,10.576,10.92,11.173,11.328,11.685,11.931,12.272,12.623,12.952,13.325,13.809,15.309,15.726,16.061,16.381,16.709,16.724,17.065,17.879,18.831,19.41,19.618,20.083,20.692,20.692,22.236,22.346
