0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.1618,4.2604,6.0073,6.6612,7.3125,8.9741,9.641,10.128,10.802,11.522,12.618,13.355,14.06,14.853,15.271,15.601,15.984,16.612,17.371,17.441,18.228,19.577,21.494,22.284,24.892,25.901,26.169,26.729,27.169,27.599,28.029,28.749,29.548,30.368,31.028,32.098,32.851,34.281,35.623,37.316,38.325,40.055,41.085,41.965,43.095,45.057,46.047,47.257,48.437,49.717,50.597
1.2,2.2067,3.5342,4.2206,4.8356,5.7216,6.2246,6.9834,7.568,7.934,8.2336,8.6041,8.7035,9.1203,9.5689,9.8917,10.222,10.896,12.827,13.293,13.783,14.453,15.018,15.94,16.47,16.983,18.669,19.457,20.263,20.435,21.124,21.868,22.901,23.688,24.421,27.03,27.775,28.756,30.22,31.064,31.314,32.004,32.514,33.024,33.664,36.214,36.304,37.254,38.194,38.614,40.564,41.394
1.4,1.8696,3.4214,4.0055,4.364,4.6179,5.1207,5.5532,6.0373,6.53,7.0351,7.3786,7.8022,8.7526,9.2286,10.177,11.365,13.871,14.462,15.5,15.926,16.233,16.59,17.197,17.693,18.223,19.886,20.631,21.298,23.567,24.104,24.526,25.034,25.853,26.777,27.528,28.08,29.158,29.789,30.028,30.498,31.074,31.504,32.117,33.994,37.923,38.023,38.843,39.663,40.493,42.023,42.323
1.6,1.6911,2.7723,3.316,3.6795,4.0941,5.2214,5.7897,7.1901,7.6655,8.3093,8.7509,9.332,9.8819,10.123,10.574,10.838,11.127,11.526,11.799,12.033,12.464,12.886,13.382,14.451,14.57,14.975,15.387,15.929,16.322,16.827,17.426,17.859,18.593,19.055,19.921,20.365,20.99,21.521,21.964,23.398,24.207,24.967,24.997,25.805,26.756,27.303,27.993,28.697,29.457,30.947,31.227
1.8,1.7506,2.7384,3.3153,3.7175,4.0976,4.5837,4.9274,5.6591,5.9723,6.3489,7.1032,7.1948,7.416,7.8362,8.1496,8.4426,8.6116,8.8818,9.267,9.4545,9.7881,11.051,11.286,11.683,11.947,12.402,12.926,13.427,13.771,14.437,14.872,15.665,17.599,18.217,18.337,18.707,19.169,19.566,20.135,20.466,20.837,21.435,21.921,23.498,24.362,25.25,25.4,26.271,28.34,28.5,30.5
2,1.5974,2.7814,3.1482,3.4934,3.793,3.9941,4.4008,5.1166,5.6145,6.6484,8.1015,8.5759,9.4205,10.131,10.362,10.678,10.873,11.153,11.42,11.567,11.965,12.555,12.861,13.227,13.791,14.874,15.144,15.502,16.07,16.225,16.609,17.058,17.863,18.677,19.968,20.45,20.931,22.367,22.915,23.526,24.257,24.925,25.496,26.2,26.807,26.956,27.512,28.38,28.59,30.339,30.519
2.2,1.6781,2.726,3.1309,3.4452,3.5356,4.2686,4.7788,5.2034,5.5797,5.754,6.0149,6.3249,6.7138,7.8043,7.8138,8.1766,8.5209,8.8406,9.2693,9.3123,9.7363,10.06,10.195,10.47,11.227,11.614,11.967,12.42,12.704,13.105,13.447,13.508,13.893,14.407,15.248,15.718,16.161,17.479,19.731,20.16,20.956,21.384,21.739,22.224,24.983,26.239,26.249,26.979,27.449,28.855,29.315
2.4,1.3388,2.0753,2.5273,2.5883,2.9262,3.4826,3.7005,4.0472,4.1716,4.502,5.0345,5.886,6.2807,6.5054,6.8408,7.1399,8.2121,8.5351,8.8577,9.0334,9.3114,9.5832,9.9567,10.279,10.827,11.161,11.324,11.988,12.742,13.218,13.573,13.945,14.199,14.603,15.807,17.35,18.16,18.586,19.356,19.761,20.171,20.474,20.92,21.385,22.437,23.168,23.228,23.91,23.94,25.711,25.791
2.6,1.7694,2.2713,2.8928,3.668,4.0503,4.4369,5.0308,5.3142,5.5694,5.8751,5.8866,6.2068,6.5054,6.7883,7.2238,7.481,8.3925,8.629,8.8845,9.142,9.5073,9.7196,10.411,10.696,11.278,12.052,12.785,13.061,13.283,13.508,13.856,14.233,14.542,15.169,15.476,15.972,16.422,16.767,17.262,17.614,17.961,18.288,18.717,19.745,20.813,21.531,21.581,22.091,22.481,23.633,23.983
2.8,1.3349,1.7563,1.9812,2.3498,2.6519,2.9156,3.2075,3.4598,3.7448,3.9818,4.3164,4.8134,4.8932,5.1504,5.6368,5.7896,6.2477,6.4274,6.7526,7.0367,7.1718,7.4243,7.9387,8.3087,8.6813,9.1099,9.4456,9.6398,9.9319,10.556,10.996,11.419,11.553,11.742,12.194,12.465,12.861,13.426,13.985,14.362,14.956,15.238,15.932,17.152,18.606,19.497,20.013,21.627,22.432,23.822,26.515
3,1.0636,1.7363,2.0214,2.171,2.5393,2.7705,2.9509,3.0982,3.2917,3.5174,3.7366,3.9705,4.2693,4.7417,4.8793,5.1269,5.3053,5.4871,6.1963,7.0491,7.5806,7.7736,8.0889,8.3884,8.6357,8.9405,9.3338,9.6608,9.9985,10.394,10.629,10.771,11.069,11.393,11.682,12.099,12.561,13.013,13.366,13.733,14.206,14.257,14.817,15.203,15.533,15.848,16.379,16.977,17.853,18.564,18.644
3.2,1.2637,1.6865,1.82,2.6214,3.3571,4.2893,4.5738,4.9348,5.2538,5.3405,5.6567,5.9338,6.3145,6.5135,6.7482,7.0169,7.2228,7.5875,8.0136,8.2021,8.6464,8.9911,9.5987,9.8043,10.186,10.346,10.591,10.967,11.572,11.837,12.077,13.443,13.689,14.005,14.912,15.496,15.897,16.161,16.637,16.987,17.239,17.461,17.788,18.456,19.079,19.581,19.976,20.299,20.749,21.399,21.914
3.4,1.2398,1.6,1.8455,2.3245,2.8765,3.1379,3.3906,3.5807,3.6943,3.7996,3.9396,4.1487,4.4367,4.7953,5.0058,5.471,5.6229,5.8633,5.8845,6.0663,6.3592,6.5515,6.7819,6.8292,7.1226,7.3554,7.6467,8.1344,8.4807,8.7394,9.063,9.3073,9.6049,10.09,10.249,10.58,11.174,11.886,12.253,12.559,13.09,13.405,13.773,14.172,14.629,15.433,15.824,16.088,16.413,17.063,17.402
3.6,0.90488,1.6571,1.9144,2.0809,2.3192,2.6551,2.7469,2.975,3.2045,4.0209,4.2708,4.4787,4.6801,4.8833,6.0699,6.6286,6.9058,7.2991,7.5593,7.7647,7.8406,8.098,8.5391,8.6889,8.9354,9.979,10.354,10.599,10.822,10.896,11.214,11.527,11.621,11.868,12.165,12.495,12.641,13.247,13.51,13.801,14.111,14.71,15.13,15.534,15.865,16.176,17.044,18.108,18.345,19.622,20.02
