0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.5271,4.4327,5.9572,6.6492,7.3391,8.4105,8.9505,9.2846,9.9909,10.59,11.079,11.607,12.118,12.895,13.47,14.18,14.259,14.848,15.068,15.641,16.014,16.656,17.397,18.455,19.017,19.447,21.163,21.837,22.526,23.168,24.218,24.758,25.467,26.477,27.251,27.861,28.581,29.934,31.361,31.371,32.221,32.931,33.901,34.921,38.911,40.621,41.211,42.481,42.941,45.731,46.371
1.2,3.4737,4.2922,4.7569,5.4818,5.9793,6.6296,7.0731,7.1074,7.584,8.067,8.6616,9.1227,9.5703,10.065,11.024,11.34,11.728,12.254,12.94,13.433,13.884,14.782,15.273,16.131,16.916,18.03,18.26,18.642,19.418,19.885,20.554,21.11,21.556,22.24,22.982,24.699,25.841,28.397,28.487,29.117,29.852,30.332,31.081,33.081,35.381,35.651,36.531,37.501,37.911,39.981,40.411
1.4,2.7525,3.9716,4.5258,4.8197,5.2195,5.693,6.1959,6.739,7.1177,7.7928,8.0343,8.3976,8.7834,9.222,9.2287,9.6971,10.486,11.375,11.75,12.765,13.127,13.616,13.995,15.08,15.596,16.47,16.679,17.318,18.394,19.559,20.203,20.848,20.898,21.358,22.164,22.538,23.476,25.258,26.308,27.09,27.991,29.925,31.239,32.833,33.563,34.813,35.943,36.423,37.153,38.903,39.173
1.6,2.566,3.3592,3.7429,4.2561,4.7849,4.9025,5.1101,5.4411,5.7314,6.0377,6.2876,6.5731,7.0823,7.8106,7.9867,8.2388,8.5991,9.189,10.235,10.89,11.582,11.927,12.186,12.842,13.331,13.601,13.961,14.606,15.072,15.295,15.682,16.2,16.652,17.795,18.457,18.808,19.24,21.581,25.707,26.021,26.65,27.016,27.469,28.078,30.66,30.75,31.44,32.11,32.73,34.14,34.77
1.8,2.4085,2.7002,3.3062,3.8021,4.2224,4.5393,4.8211,5.1866,5.5459,6.2606,6.7751,7.1678,7.8743,8.5211,8.8413,9.0547,9.3291,9.6405,10.063,10.225,10.456,10.951,11.25,11.6,12.003,12.25,12.621,12.884,13.344,14.069,14.658,15.677,16.17,16.758,17.259,17.885,18.313,18.617,19.342,19.75,20.534,21.281,21.895,22.445,23.657,24.881,26.128,26.905,27.935,28.655,33.135
2,1.5938,2.5463,2.6962,3.1493,4.4138,4.8778,5.4146,5.6165,5.9793,6.2091,6.4212,6.7962,7.0817,7.3354,7.7771,8.1035,8.4681,9.0606,9.5249,9.9019,10.205,10.518,10.882,11.401,11.638,12.506,13.156,13.439,13.829,14.068,14.734,15.014,15.569,16.07,16.362,16.878,17.656,18.026,19.491,20.815,21.812,22.71,23.019,23.189,23.696,23.716,24.496,25.036,25.626,26.812,28.931
2.2,1.7305,2.62,3.2279,3.653,3.9954,4.178,4.4128,4.6301,4.8674,5.0932,5.3651,5.9345,6.1789,6.5591,6.8855,7.2551,7.428,7.81,8.1977,8.5382,9.5557,9.8426,10.3,10.727,11.503,11.953,12.945,13.504,13.885,14.139,14.442,15.333,15.604,15.855,16.254,16.757,17.45,18.07,18.506,18.858,19.164,19.49,20.141,20.291,20.781,21.815,22.242,23.144,23.884,24.918,25.258
2.4,1.5624,2.0488,2.5253,2.796,3.1639,3.4331,3.6084,3.9113,4.2628,4.6199,4.9076,5.086,5.5949,6.1207,6.4098,6.6627,7.0657,7.3765,7.7656,8.1207,8.1358,8.5017,9.9463,10.384,10.534,10.724,11.109,11.259,11.569,11.942,12.229,13.59,13.975,14.362,14.741,15.195,15.419,15.795,16.226,16.735,17.184,17.184,17.703,18.605,19.394,19.89,20.41,21.027,22.173,23.593,23.753
2.6,1.4713,2.9906,3.6463,3.8876,4.1211,4.2117,4.4955,4.6882,4.9271,5.3285,5.6724,6.6254,6.8412,7.4611,7.7255,8.0849,8.3031,8.7243,9.2798,9.8644,10.226,10.411,10.724,11.421,12.113,12.505,12.654,12.863,13.161,13.424,13.7,14.556,14.878,15.058,15.342,15.638,15.984,16.458,16.871,17.32,17.334,17.806,18.171,18.817,19.633,20.374,20.418,21.063,22.749,22.829,23.169
